canonical_company_id,company,parent_company_id,aliases_entities,company_category,region,locations,archetype,why_test,career_url,source_strategy,rating,notes
ahlstrom-capital,Ahlström Capital Oy,,,Holding & Conglomerate,Finland,Helsinki,Family Investment Company / Holding,"Multi-generation Finnish family office managing a diversified industrial and financial asset portfolio, needing investment/corporate-development/treasury talent.",https://ahlstromcapital.com/careers/,Own careers page,Unrated,
kirkbi,KIRKBI A/S,,,Holding & Conglomerate,Denmark,Billund,Family Holding Company / Investment Group,"LEGO family holding company running a large diversified investment portfolio, needing group treasury, portfolio finance and risk/valuation professionals.",https://www.kirkbi.com/,Watch LinkedIn + kirkbi.com news section,Unrated,
franz-haniel-cie,Franz Haniel & Cie. GmbH,,,Holding & Conglomerate,Germany,Duisburg,Family Equity Holding / Diversified Conglomerate,"One of Europe's oldest family-equity holding companies, offering corporate-development, group-treasury, and portfolio-finance roles.",https://www.haniel.de/en/careers/,Own careers portal,Unrated,
bc-industrieholding,B&C Industrieholding GmbH,,,Holding & Conglomerate,Austria,Vienna,Private-Foundation Industrial Holding,"Privately-owned Austrian industrial holding requiring investment, corporate-development, and treasury expertise for portfolio management.",,Monitor bcgruppe.at and recruiting partner Skills Group,Unrated,
3i-group,3i Group plc,,,Holding & Conglomerate,United Kingdom,London,Listed Investment Company / Private Equity Holding,"FTSE-listed international investment company running PE/infrastructure portfolios, hiring for portfolio finance, corporate development and valuation roles.",https://www.3i.com/about-us/careers/,Own careers page,Unrated,
investment-ab-latour,Investment AB Latour,,Latour,Holding & Conglomerate,Sweden,Gothenburg,Industrial Investment Company,Swedish long-term investment company managing an industrial portfolio and listed holdings - investment/valuation and capital-allocation exposure.,https://karriar.latour.se/en-GB,Official careers page,Unrated,
ratos,Ratos,,Ratos AB,Holding & Conglomerate,Sweden,Stockholm,Nordic Investment Company,"Listed Nordic investment company doing buyouts and active ownership - valuation, corporate-finance and investment-analysis work.",https://www.ratos.com/en/,Official careers page,Unrated,
ferd,Ferd,,Ferd AS,Holding & Conglomerate,Norway,Oslo,Family Investment Company,"Norwegian family holding with capital, external-managers and real-estate arms - investment, valuation and financial-analysis exposure.",https://ferd.no/en/contact/work-at-ferd/,Official careers page,Unrated,
lundbergforetagen,L E Lundbergföretagen,,Lundbergs,Holding & Conglomerate,Sweden,Stockholm,Investment / Holding Company,Swedish family investment company with major listed holdings and real estate - capital-allocation and investment-analysis relevance.,,Official careers page (URL unverified - search company careers site),Unrated,
solidium,Solidium,,Solidium Oy,Holding & Conglomerate,Finland,Helsinki,State Investment Holding,"Finnish state holding company managing minority stakes in listed companies - portfolio, valuation and investment-analysis focus.",,Official careers page (URL unverified - search company careers site),Unrated,
lifco,Lifco,,Lifco AB,Holding & Conglomerate,Sweden,"Enkoping, Stockholm",Acquisitive Nasdaq-Stockholm listed industrial holding of niche businesses,"Serial-acquirer holding company with M&A, valuation and capital-allocation work matching his valuation, corporate-finance and investment interests.",,Official careers page (lifco.se) — first-party URL not verified,Unrated,
bure-equity,Bure Equity,,Bure Equity AB,Holding & Conglomerate,Sweden,Stockholm,Listed Nordic investment company / long-term equity owner,"Listed investment company doing long-term equity investment, valuation and portfolio management, matching his investment and financial-analytics profile.",,Official careers page (bure.se) — first-party URL not verified,Unrated,
jab-holding,JAB Holding Company,,JAB Holding; JAB,Holding & Conglomerate,Germany,"Luxembourg, London",Privately held long-term investment holding in premium consumer brands,"Investment holding running investment strategy, portfolio management and market analysis, matching his investment and corporate-finance interests.",,Official careers page (jabholco.com) — first-party URL not verified,Unrated,
sofina,Sofina,,Sofina SA,Holding & Conglomerate,Multi-region,Brussels,Listed international investment holding,Long-term capital allocation with direct and fund investing across quality assets.,https://www.sofinagroup.com/the-team/careers/,Firm careers site; investment/finance roles.,Unrated,
groupe-bruxelles-lambert,Groupe Bruxelles Lambert (GBL),,GBL,Holding & Conglomerate,Multi-region,Brussels,Listed investment holding,Professionally governed capital allocation across high-quality international assets.,,Firm site careers section; investment/finance roles.,Unrated,
wendel,Wendel,,Wendel Group; Wendel Investissement,Holding & Conglomerate,Multi-region,"Paris, Luxembourg",Listed investment company,Principal investments plus third-party private-asset management with analytical depth.,,Group careers site (wendelgroup.com); investment roles.,Unrated,
jacobs-holding,Jacobs Holding,,Jacobs Holding AG,Holding & Conglomerate,Switzerland,Zurich,Professional investment holding,Long-term ownership and capital allocation from a professionally run Swiss holding.,,Firm site (jacobsag.ch); limited direct hiring.,Unrated,
freudenberg,Freudenberg Group,,,Holding & Conglomerate,Germany,Weinheim,Diversified family-owned technology group/holding,"Professionally governed, international group with strong central finance and capital allocation.",https://jobs.freudenberg.com/freudenberg/,Group job portal; filter finance/treasury/controlling.,Unrated,
indus-holding,INDUS Holding,,,Holding & Conglomerate,Germany,Bergisch Gladbach,Listed industrial SME holding,Frankfurt-listed acquisitive holding of mid-market industrials with capital-allocation and M&A finance work.,,First-party site; LinkedIn,Unrated,
bonheur,Bonheur ASA,,Fred. Olsen,Holding & Conglomerate,Nordics,Oslo,Listed Fred. Olsen family holding,"Oslo-listed holding spanning renewables, shipping and media with active capital allocation across cyclical assets.",,First-party site; LinkedIn,Unrated,
melrose-industries,Melrose Industries,,,Holding & Conglomerate,UK,Birmingham; London,Listed buy-improve-sell industrial holding,"FTSE aerospace holding (GKN Aerospace) with active ownership, leverage and transaction-heavy finance.",https://www.melroseplc.net/,First-party site; LinkedIn,Unrated,
creades,Creades,,,Holding & Conglomerate,Nordics,Stockholm,Listed Swedish investment company,Engaged-owner investment company in listed and unlisted Nordic mid-caps with valuation and active-ownership work.,,First-party site; LinkedIn,Unrated,
