canonical_company_id,company,parent_company_id,aliases_entities,company_category,region,locations,archetype,why_test,career_url,source_strategy,rating,notes
volkswagen,Volkswagen Group,,Volkswagen AG; VW Group; Volkswagen Financial Services,Corporate,Germany,Wolfsburg; Berlin; Munich; Hamburg,Automotive / Group Finance,"Large corporate source for treasury, M&A, controlling, strategy, data and financial-services roles.",https://www.volkswagen-group.com/en/careers-16009,Canonical group with brand and entity career sources,Unrated,
bmw,BMW Group,,BMW; BMW Group; BMW Financial Services,Corporate,Germany,Munich; Berlin,Automotive / Group Finance,"Munich-focused source for treasury, corporate finance, controlling, strategy, data and mobility investments.",https://www.bmwgroup.jobs/,Global group ATS with entity filters,Unrated,
mercedes-benz,Mercedes-Benz Group,,Daimler; Mercedes-Benz; Mercedes-Benz Mobility,Corporate,Germany,Stuttgart; Berlin; Hamburg,Automotive / Finance / Mobility,"Relevant for treasury, corporate finance, controlling, strategy, mobility finance and data.",https://jobs.mercedes-benz.com/,Canonical group portal with entity and location filters,Unrated,
porsche,Porsche AG,porsche-se,Porsche; Dr. Ing. h.c. F. Porsche AG,Corporate,Germany,Stuttgart; Leipzig; Berlin,Automotive / Corporate Finance,"Strong brand platform for strategy, finance, treasury, controlling and digital roles; link to Porsche SE parent context.",https://jobs.porsche.com/,Operating-company portal; keep Porsche Consulting as child service employer,Unrated,
bosch,Bosch,,Robert Bosch; Bosch Group,Corporate,Germany,Stuttgart; Munich; Berlin; Hamburg,Industrials / Corporate Finance,"Large private industrial group with treasury, controlling, M&A, strategy, data and venture roles.",https://www.bosch.com/careers/,Canonical group with business-unit sources,Unrated,
basf,BASF,,BASF Group,Corporate,Germany,Ludwigshafen; Berlin; Hamburg,Chemicals / Finance / Strategy,"Broad corporate source for treasury, controlling, M&A, commodity risk, strategy and data.",https://www.basf.com/global/en/careers,Global parent portal with entity filters,Unrated,
bayer,Bayer,,Bayer Group,Corporate,Germany,Leverkusen; Berlin,Life Sciences / Corporate Finance,"Relevant for treasury, M&A, controlling, strategy, investments and finance transformation.",https://career.bayer.com/,Global group ATS with function filters,Unrated,
henkel,Henkel,,Henkel Group,Corporate,Germany,Dusseldorf; Hamburg,Consumer / Corporate Finance,"Potential fit across FP&A, treasury, corporate development, strategy and data in a structured multinational.",https://www.henkel.com/careers,Global parent portal with location filters,Unrated,
continental,Continental,,Continental AG,Corporate,Germany,Hanover; Frankfurt; Berlin,Automotive / Corporate Finance,"Source for treasury, controlling, strategy, M&A and data roles in a global industrial company.",https://jobs.continental.com/,Global ATS with function filters,Unrated,
infineon,Infineon,,Infineon Technologies,Corporate,Germany,Munich; Dresden; Villach,Semiconductors / Finance,"Strong Munich-Vienna-region corporate for FP&A, treasury, strategy, investments and analytics.",https://www.infineon.com/cms/en/careers/,Global group portal with location filters,Unrated,
airbus,Airbus,,Airbus Group; Airbus Defence and Space,Corporate,Multi-region,Munich; Hamburg; London; European offices,Aerospace / Corporate Finance,"Large multinational source for finance, strategy, controlling, treasury, M&A and data roles.",https://www.airbus.com/en/careers,Canonical group with division and location filters,Unrated,
abb,ABB,,ABB Group,Corporate,Switzerland,Zurich; Baden; Mannheim; European offices,Industrials / Electrification / Finance,"High-quality Swiss industrial source for treasury, corporate finance, controlling, strategy and data.",https://careers.abb/global/en,Global group ATS with business filters,Unrated,
sap,SAP,,SAP SE; SAP Fioneer excluded where separate,Corporate,Germany,Walldorf; Berlin; Munich; Hamburg; Zurich,Software / Finance / Data,"Large German technology platform for finance, strategy, corporate development, data and industry solutions.",https://jobs.sap.com/,Global parent ATS with business and location filters,Unrated,
dhl,DHL Group,,Deutsche Post DHL; DHL Group,Corporate,Germany,Bonn; Frankfurt; Berlin; Hamburg; Prague,Logistics / Group Finance,"Broad source for treasury, FP&A, corporate development, strategy, data and transformation.",https://careers.dhl.com/,Canonical group with division and location filters,Unrated,
nestle,Nestlé,,Nestle Group; Nestlé,Corporate,Switzerland,Vevey; Lausanne; Zurich; European offices,Consumer / Group Finance,"Large Swiss multinational for FP&A, treasury, corporate finance, strategy and data.",https://www.nestle.com/jobs,Global parent ATS with market filters,Unrated,
novartis,Novartis,,Novartis Group,Corporate,Switzerland,Basel; Zurich; European offices,Pharma / Corporate Finance,"Strong Swiss source for finance, strategy, M&A, investments, treasury and analytics.",https://www.novartis.com/careers/career-search,Global group portal with function filters,Unrated,
roche,Roche,,Roche Group; F. Hoffmann-La Roche,Corporate,Switzerland,Basel; Zurich; European offices,Pharma / Corporate Finance,"High-quality corporate source for FP&A, treasury, strategy, M&A, data and portfolio finance.",https://careers.roche.com/global/en,Global parent ATS with location filters,Unrated,
sandoz,Sandoz,,Sandoz Group,Corporate,Switzerland,Basel; Munich; European offices,Pharma / Finance Transformation,"Independent pharma group with finance, strategy, treasury, transformation and analytics roles.",https://www.sandoz.com/careers,Global parent portal with location filters,Unrated,
holcim,Holcim,,Holcim Group; LafargeHolcim,Corporate,Switzerland,Zug; Zurich; European offices,Industrials / Corporate Finance,"Swiss global corporate with treasury, M&A, strategy, controlling and sustainability-finance roles.",https://www.holcim.com/careers,Canonical group portal with country sources,Unrated,
novo-nordisk,Novo Nordisk,,Novo Nordisk A/S,Corporate,Nordics,Copenhagen; Zurich; European offices,Pharma / Corporate Finance,"High-growth Nordic corporate for finance, strategy, investments, data and business-development roles.",https://www.novonordisk.com/careers.html,Global parent ATS with function filters,Unrated,
maersk,A.P. Moller - Maersk,ap-moller-holding,Maersk; A.P. Moller - Maersk,Corporate,Nordics,Copenhagen; Hamburg; London,Logistics / Trading / Finance,"Strong Nordic multinational for treasury, strategy, investments, finance, data and commodity-related roles.",https://www.maersk.com/careers,Operating group portal linked to holding parent,Unrated,
carlsberg,Carlsberg Group,,Carlsberg; Carlsberg Group,Corporate,Nordics,Copenhagen; European offices,Consumer / Group Finance,"Copenhagen-based source for FP&A, treasury, strategy, corporate development and data.",https://www.carlsberggroup.com/careers/,Canonical group with local company sources,Unrated,
volvo-group,Volvo Group,,AB Volvo; Volvo Group,Corporate,Nordics,Gothenburg; Stockholm; European offices,Industrials / Financial Services,"Large Nordic industrial group for treasury, finance, strategy, data and captive-finance roles.",https://www.volvogroup.com/en/careers.html,Canonical group; distinguish Volvo Cars where posted separately,Unrated,
ericsson,Ericsson,,Telefonaktiebolaget LM Ericsson,Corporate,Nordics,Stockholm; Helsinki; European offices,Technology / Corporate Finance,"Nordic multinational source for finance, strategy, treasury, data and transformation roles.",https://www.ericsson.com/en/careers,Global parent portal with location filters,Unrated,
nokia,Nokia,,Nokia Corporation,Corporate,Nordics,Espoo; Stockholm; Munich; European offices,Technology / Corporate Finance,"Finland-based multinational for finance, strategy, treasury, data and corporate-development roles.",https://www.nokia.com/about-us/careers/,Global parent ATS with function filters,Unrated,
kone,KONE,,KONE Corporation,Corporate,Nordics,Espoo; European offices,Industrials / Corporate Finance,"Structured Nordic corporate with finance, strategy, treasury, controlling and data roles.",https://www.kone.com/en/careers/,Global group portal with country filters,Unrated,
wartsila,Wärtsilä,,Wartsila; Wärtsilä Corporation,Corporate,Nordics,Helsinki; Hamburg; European offices,Energy Technology / Finance,"Good fit for energy transition, finance, strategy, treasury, investments and analytics.",https://www.wartsila.com/careers,Global company portal with business and location filters,Unrated,
unilever,Unilever,,Unilever plc,Corporate,United Kingdom,London; Hamburg; European offices,Consumer / Group Finance,"Large multinational source for FP&A, treasury, strategy, corporate development and data.",https://careers.unilever.com/,Global ATS with function and location filters,Unrated,
astrazeneca,AstraZeneca,,AstraZeneca plc,Corporate,United Kingdom,London; Cambridge; Gothenburg,Pharma / Corporate Finance,"UK-Nordic corporate for finance, strategy, investments, data and business-development roles.",https://careers.astrazeneca.com/,Global parent ATS with function filters,Unrated,
gsk,GSK,,GlaxoSmithKline; GSK,Corporate,United Kingdom,London; European offices,Pharma / Corporate Finance,"Broad corporate source for FP&A, treasury, strategy, M&A and data roles.",https://jobs.gsk.com/,Global group ATS with location filters,Unrated,
diageo,Diageo,,Diageo plc,Corporate,United Kingdom,London; Copenhagen coverage; European offices,Consumer / Group Finance,"Strong multinational platform for FP&A, treasury, strategy, corporate development and analytics.",https://www.diageo.com/en/careers,Global group portal with country sources,Unrated,
bae-systems,BAE Systems,,BAE Systems plc,Corporate,United Kingdom,London; UK sites; European offices,Aerospace / Defence Finance,"Exploration source for corporate finance, strategy, treasury, programme finance and analytics; security requirements vary.",https://jobsearch.baesystems.com/,Global ATS with location and clearance filters,Unrated,
rolls-royce,Rolls-Royce,,Rolls-Royce Holdings,Corporate,United Kingdom,London; Derby; Bristol; European offices,Aerospace / Energy / Finance,"Relevant for corporate finance, treasury, strategy, programme finance, investments and data.",https://careers.rolls-royce.com/,Global parent ATS with business filters,Unrated,
national-grid,National Grid,,National Grid plc,Corporate,United Kingdom,London; UK; European interconnector operations,Energy Infrastructure / Finance,"Strong infrastructure and energy source for treasury, investments, regulation, strategy and finance.",https://jobs.nationalgrid.com/,Global group ATS with function filters,Unrated,
reckitt,Reckitt,,Reckitt Benckiser; Reckitt,Corporate,United Kingdom,London; European offices,Consumer / Group Finance,"Multinational source for FP&A, treasury, strategy, corporate development and data roles.",https://careers.reckitt.com/,Global parent ATS with country filters,Unrated,
capgemini,Capgemini,,Capgemini Group; Sogeti,Corporate,Multi-region,Prague; Germany; Vienna; Zurich; Nordics; London,Technology / Transformation,"Parent technology group for finance, data and transformation opportunities; link Invent as consulting child.",https://www.capgemini.com/careers/,Canonical parent portal with brand and country filters,Unrated,
ibm,IBM,,International Business Machines; IBM,Corporate,Multi-region,Prague; Germany; Vienna; Zurich; Nordics; London,Technology / Data / Finance,"Large technology employer for finance, strategy, data and industry roles; link IBM Consulting as child source.",https://www.ibm.com/careers/search,Canonical parent ATS with business-unit filters,Unrated,
infosys,Infosys,,Infosys Limited,Corporate,Multi-region,Prague; Germany; Switzerland; Nordics; London,Technology / Finance Transformation,"Parent employer for consulting, data and finance-transformation roles; quality varies by practice.",https://career.infosys.com/,Canonical parent ATS with practice filters,Unrated,
wipro,Wipro,,Wipro Limited; Wipro Enterprises,Corporate,Multi-region,Prague; Germany; Switzerland; Nordics; London,Technology / Finance Transformation,"Parent employer for Capco and broader banking, data and finance-transformation opportunities.",https://careers.wipro.com/,Canonical parent ATS; keep Capco as linked specialist employer,Unrated,
yara-international,Yara International,,,Corporate,Norway,Oslo,Chemicals / Agri-Industrial - Corporate Finance & Treasury,"Global fertilizer/chemicals producer with heavy FX, commodity-price and interest-rate exposure, requiring active treasury, hedging and risk functions.",https://jobs.yara.com/,Official careers page,Unrated,
coloplast,Coloplast,,,Corporate,Denmark,Humlebæk; Copenhagen,Medtech / Consumer Health - Corporate Finance,"Large-cap Danish medtech exporter with multi-currency revenue base, well-suited to FP&A, treasury and financial risk roles.",https://careers.coloplast.com/,Official careers portal,Unrated,
sandvik,Sandvik,,,Corporate,Sweden,Stockholm; Sandviken,Industrial Engineering - Corporate Finance & Treasury,"Diversified global industrial group with a dedicated Group Treasury entity and finance career track covering FP&A, treasury and risk.",https://www.home.sandvik/en/careers/,Filter 'Finance' job area on official careers site,Unrated,
fresenius,Fresenius,,,Corporate,Germany,Bad Homburg; Frankfurt,Healthcare / Pharma-adjacent - Corporate Treasury & Capital Markets,"Large, leveraged German healthcare group with an active Treasury Capital Markets function, matching derivatives, liquidity and debt-market experience.",https://karriere.fresenius.de/en-US/,Official careers portal,Unrated,
linde,Linde plc,,,Corporate,Multi-region,Munich; Dublin; London,Industrial Gases - Corporate Finance / Treasury / IR,"Large-cap industrial gases multinational with major German operating base and dual UK/Ireland listing structure, needing sophisticated treasury and hedging capability.",https://www.lindecareers.com/en/,Official careers portal,Unrated,
vodafone-group,Vodafone Group,,,Corporate,United Kingdom,London; Newbury,Telecommunications - Corporate Finance / Treasury,UK-headquartered multinational telecom with a large Group Treasury and Finance function fitting corporate finance and risk profiles.,https://careers.vodafone.co.uk/Finance-jobs,Dedicated Finance-jobs filter,Unrated,
voestalpine,voestalpine AG,,,Corporate,Austria,Linz; Vienna,Steel & Advanced Materials - Corporate Finance & Treasury,"Large-cap Austrian industrial/steel group with export-driven, commodity- and FX-sensitive operations requiring treasury and financial risk expertise.",https://www.voestalpine.com/group/en/jobs/,Official careers page,Unrated,
sika,Sika AG,,,Corporate,Switzerland,Baar/Zug; Zurich,Specialty Chemicals / Construction Materials - Corporate Finance & Treasury,"Swiss specialty-chemicals multinational with global M&A-driven growth strategy, generating demand for corporate finance, treasury and FX/commodity risk roles.",https://www.sika.com/en/career.html,Official careers page,Unrated,
siemens-energy,Siemens Energy,,Siemens Energy AG,Corporate,Germany,Munich; Multi-region,Energy Technology Corporate,"Global treasury and corporate-finance function with liquidity, hedging and market-risk reporting - directly matches treasury/FX/rates interests.",https://jobs.siemens-energy.com/,Official careers page,Unrated,
merck-kgaa,Merck KGaA,,"Merck KGaA, Darmstadt, Germany; EMD Group",Corporate,Germany,Darmstadt,Science & Technology Corporate,"Sizeable group treasury and cash-management function (liquidity, hedging) at a DAX corporate - fits treasury and corporate-finance profile.",https://careers.merckgroup.com/,Official careers page,Unrated,
heidelberg-materials,Heidelberg Materials,,HeidelbergCement,Corporate,Germany,Heidelberg,Building Materials Corporate,"Large multinational with global treasury, FX and commodity-exposure management - relevant to treasury and market-risk roles.",,Official careers page (URL unverified - search company careers site),Unrated,
daimler-truck,Daimler Truck,,Daimler Truck Holding AG,Corporate,Germany,Stuttgart,Commercial Vehicles Corporate,"DAX manufacturer with substantial treasury, captive-finance and FX/rates activity - fits treasury and financial-analytics interests.",,Official careers page (URL unverified - search company careers site),Unrated,
atlas-copco,Atlas Copco,,Atlas Copco Group,Corporate,Sweden,Stockholm; Multi-region,Industrial Equipment Corporate,"Swedish industrial major with a strong central treasury managing FX, liquidity and financing across markets - good treasury fit.",,Official careers page (URL unverified - search company careers site),Unrated,
vestas,Vestas Wind Systems,,Vestas,Corporate,Denmark,"Aarhus, Copenhagen",Global wind-turbine manufacturer with large group treasury,"Group treasury handling FX, liquidity, funding and commodity exposure for a global industrial, matching his treasury, FX and financial-risk experience.",https://careers.vestas.com/,Official careers page,Unrated,
dsv,DSV,,DSV A/S; DSV Global Transport and Logistics,Corporate,Denmark,"Hedehusene, Copenhagen",Global transport & logistics group with sizeable group treasury,"Group Treasury (liquidity, financial-risk, net-working-capital, middle office) at a global corporate is a direct treasury/markets match.",https://www.dsv.com/en/careers,Official careers page,Unrated,
norsk-hydro,Norsk Hydro,,Hydro; Norsk Hydro ASA,Corporate,Norway,Oslo,Aluminium and renewable-energy group with front-office treasury,"Group treasury front office running FX, money-market and liquidity positions plus commodity exposure, matching his FX, rates and commodities focus.",https://www.hydro.com/en/careers/,Official careers page,Unrated,
givaudan,Givaudan,,,Corporate,Switzerland,"Geneva, Zurich",Flavours & fragrances multinational with dedicated treasury entity,"Givaudan Treasury International handles group FX, funding and commodity hedging, matching his treasury, FX and financial-risk profile.",https://www.givaudan.com/careers,Official careers page,Unrated,
evotec-se,Evotec SE,,,Corporate,Multi-region,Hamburg; Munich; Goettingen; Abingdon; London; Toulouse,Listed drug-discovery & development (pharma/biotech) group - Group Treasury,"Multi-currency listed group with a real in-house Group Treasury (FX/derivatives via 360T, investment portfolio, financing) - matches treasury/market-risk/derivatives profile.",https://careers.evotec.com/,Workday (evotecgroup.wd3.myworkdayjobs.com),Unrated,"Added from an Interested user-submitted opportunity (Treasury Manager, Hamburg)."
barry-callebaut,Barry Callebaut,,,Corporate,Switzerland,Zurich,Global commodity-exposed food manufacturer,"Group treasury actively manages FX, cocoa/commodity and interest-rate risk at large scale.",https://www.barry-callebaut.com/en/careers,Group careers site; filter Finance/Treasury/Risk in Zurich & Europe.,Unrated,
thyssenkrupp,thyssenkrupp,,,Corporate,Germany,"Essen, Duisburg",Industrial & materials conglomerate,"Large central treasury, commodity exposure, financing and capital-allocation complexity.",https://jobs.thyssenkrupp.com/en,"Group job board; filter finance/treasury/controlling, experienced hires.",Unrated,
dksh,DKSH,,,Corporate,Switzerland,Zurich,Market-expansion services group,Multi-market FX/treasury and working-capital complexity across 36 markets.,https://jobs.dksh.com/,Group careers portal; filter Finance/Corporate roles.,Unrated,
covestro,Covestro,,,Corporate,Germany,Leverkusen,Global specialty chemicals,"Commodity/energy exposure with treasury, hedging and financing activity.",https://www.covestro.com/en/career,Careers site; filter finance/treasury/professionals.,Unrated,
outokumpu,Outokumpu,,,Corporate,Finland,"Helsinki, Tornio",Global stainless steel producer,"Commodity (nickel/steel) hedging, treasury and FX exposure.",https://careers.outokumpu.com/,"Careers portal; filter finance/treasury, Nordics & Germany.",Unrated,
k-plus-s,K+S,,K+S Aktiengesellschaft; K plus S,Corporate,Germany,Kassel,Potash/salt mining & commodities,Commodity price and FX hedging with treasury and financing complexity.,https://www.kpluss.com/en-us/career/,Careers job market; filter finance/treasury roles.,Unrated,
