canonical_company_id,company,parent_company_id,aliases_entities,company_category,region,locations,archetype,why_test,career_url,source_strategy,rating,notes
hsbc,HSBC Holdings,,HSBC; HSBC UK; HSBC Continental Europe,Banking & Financial Services,United Kingdom,London; Frankfurt; Zurich,Banking / Markets / Risk,"Large source for markets, treasury, risk, strategy and data; prioritize analytical roles over coverage and sales.",https://www.hsbc.com/careers,Global canonical portal with entity and location filters,Unrated,
barclays,Barclays,,Barclays; Barclays Investment Bank,Banking & Financial Services,United Kingdom,London; Frankfurt,Banking / Markets / Corporate Finance,"Direct test for markets, investment banking, treasury, risk and data at experienced-hire level.",https://search.jobs.barclays/,Global ATS with business and location filters,Unrated,
lloyds-banking-group,Lloyds Banking Group,,Lloyds; Bank of Scotland; Scottish Widows,Banking & Financial Services,United Kingdom,London; Edinburgh; Bristol,Banking / Insurance / Data,"UK source for treasury, risk, strategy, investments and data roles; sponsorship must be checked.",https://www.lloydsbankinggroup.com/careers.html,Canonical group with brand roles merged,Unrated,
natwest,NatWest Group,,NatWest; Royal Bank of Scotland; Coutts,Banking & Financial Services,United Kingdom,London; Edinburgh,Banking / Markets / Risk,"Relevant for treasury, risk, strategy, markets and data; distinguish headquarters analytics from client coverage.",https://jobs.natwestgroup.com/,Group ATS with brand and function filters,Unrated,
standard-chartered,Standard Chartered,,Standard Chartered Bank,Banking & Financial Services,United Kingdom,London; Frankfurt,Banking / Markets / Risk,International markets and risk platform with strong analytical roles; geography and sponsorship vary.,https://www.sc.com/en/global-careers/,Global portal with function and location filters,Unrated,
lseg,London Stock Exchange Group,,LSEG; London Stock Exchange; FTSE Russell; Refinitiv,Banking & Financial Services,United Kingdom,London; Prague; European offices,Market Infrastructure / Data,"High-fit source for market data, analytics, index research, risk, strategy and finance.",https://www.lseg.com/en/careers,Canonical group covering Refinitiv and FTSE Russell sources,Unrated,
aviva,Aviva,,Aviva Group; Aviva Investors,Banking & Financial Services,United Kingdom,London; European offices,Insurance / Asset Management,"Relevant for investments, risk, treasury, capital management, strategy and data roles.",https://careers.aviva.co.uk/,Group ATS with Aviva Investors roles,Unrated,
legal-general,Legal & General,,L&G; Legal and General; LGIM,Banking & Financial Services,United Kingdom,London; European offices,Insurance / Asset Management,"Strong source for asset management, investments, risk, pensions and group finance; sponsorship varies.",https://careers.legalandgeneral.com/,Canonical group with LGIM business filter,Unrated,
marsh-mclennan,Marsh McLennan,,Marsh; Mercer; Guy Carpenter; Marsh McLennan,Banking & Financial Services,Multi-region,Prague; Germany; Zurich; Nordics; London,Risk / Insurance / Investments,"Parent platform for risk, insurance, investments and analytics; link Oliver Wyman and NERA as specialist child employers.",https://careers.marshmclennan.com/global/en,Canonical parent ATS; preserve company-brand field and requisition ID,Unrated,
komercni-banka,Komerční banka,,,Banking & Financial Services,Czechia,Prague,Retail & Corporate Banking / Treasury / Risk,"Major Czech universal bank (Société Générale group) with active treasury, market risk, and corporate finance functions in the home market.",https://kariera.kb.cz/,Job board; filter treasury/risk/finance,Unrated,
nykredit,Nykredit,,,Banking & Financial Services,Denmark,Copenhagen,Mortgage Banking / Treasury / Financial Risk,"Denmark's largest mortgage lender with heavy interest-rate risk, funding/treasury, and covered-bond activities matching rates/liquidity background.",https://www.nykredit.com/en-gb/career/karriereveje/,Career portal + LinkedIn,Unrated,
sparebank-1,SpareBank 1,,,Banking & Financial Services,Norway,Oslo; Trondheim; Bergen; Tromsø,Banking Alliance / Treasury / Risk,"Large Norwegian bank alliance with treasury, ALM, and market-risk roles across its group and regional banks.",https://www.sparebank1.no/nb/bank/om-oss/jobb-og-karriere.html,Group careers page + member-bank sites,Unrated,
lansforsakringar,Länsförsäkringar,,,Banking & Financial Services,Sweden,Stockholm,Bancassurance Group / Treasury / Investment Risk,"Swedish bancassurance group with treasury and investment/market-risk functions tied to FX, rates, and portfolio risk.",https://jobb.lansforsakringar.se/,Job portal filtered by Treasury/Risk/Finance,Unrated,
baloise-group,Baloise Group,,,Banking & Financial Services,Switzerland,Basel,Insurance / Investment & Treasury Risk,"Swiss insurer with sizable investment portfolio requiring market-risk, ALM, and treasury expertise.",https://www.baloise.com/en/jobs.html,Careers site filtered by function,Unrated,
aareal-bank,Aareal Bank,,,Banking & Financial Services,Germany,Wiesbaden,Commercial Real Estate Bank / Treasury / Financial Risk,"Specialist CRE and structured finance bank with strong treasury, funding, derivatives and market-risk needs.",https://www.aareal-bank.com/en/your-perspectives-at-aareal-bank/jobs,Careers/jobs pages + LinkedIn,Unrated,
oberbank,Oberbank,,,Banking & Financial Services,Austria,Linz; Vienna,Regional Universal Bank / Treasury / Risk,"Independent Austrian regional universal bank with corporate banking, treasury, and market-risk functions.",https://www.oberbank.at/karriere,Karriere page + karriere.at listings,Unrated,
aktia-bank,Aktia Bank,,,Banking & Financial Services,Finland,Helsinki,Banking & Asset Management / Treasury / Risk,"Finnish bank and asset manager with treasury, balance-sheet management, and investment-risk roles.",https://www.aktia.com/en/careers,Careers page + LinkedIn,Unrated,
kommuninvest,Kommuninvest,,Kommuninvest i Sverige AB,Banking & Financial Services,Sweden,Orebro,Local Government Funding Agency,"Nordic SSA issuer with a real debt-management/treasury desk trading rates and FX - a direct match for treasury, rates and liquidity.",https://kommuninvest.se/eng/,Official careers page,Unrated,
munifin,MuniFin,,Municipality Finance Plc; Kuntarahoitus Oyj,Banking & Financial Services,Finland,Helsinki,Public-Sector Funding Agency,"Finnish public-sector funder issuing bonds internationally; treasury/funding/market-risk focus fits FX, rates and liquidity interests.",https://www.kuntarahoitus.fi/en/,Official careers page,Unrated,
nationwide-building-society,Nationwide Building Society,,Nationwide,Banking & Financial Services,UK,London; Swindon,Building Society / Retail Bank,Large UK mutual with a treasury function close to markets managing interest-rate risk and funding - strong treasury/market-risk fit.,https://nationwide-jobs.co.uk/,Official careers page,Unrated,
jyske-bank,Jyske Bank,,Jyske Bank A/S,Banking & Financial Services,Denmark,Silkeborg; Copenhagen,Danish Universal Bank / Markets,"Danish bank with an active markets/treasury desk in rates swaps, futures and FX - directly relevant to derivatives and market-risk interests.",https://uk.indeed.com/cmp/Jyske-Bank,Company careers via LinkedIn/Indeed (first-party URL unverified),Unrated,
hamburg-commercial-bank,Hamburg Commercial Bank,,HCOB; HSH Nordbank,Banking & Financial Services,Germany,Hamburg; Kiel,Commercial Bank / Markets,German commercial bank with treasury and capital-markets activity across rates and FX - fits market-risk and treasury profile.,,Official careers page (URL unverified - search company careers site),Unrated,
hannover-re,Hannover Re,,Hannover Rueck; Hannover Rück SE,Banking & Financial Services,Germany,Hannover,Global reinsurer with group risk-management and ALM functions,"Group risk management covering financial and technical risk, ALM and asset management, matching his market-risk, valuation and financial-modelling focus.",https://jobs.hannover-re.com,Official careers page,Unrated,
tp-icap,TP ICAP,,TP ICAP Group; ICAP; Tullett Prebon,Banking & Financial Services,UK,London,"World's largest interdealer broker; OTC rates, FX, credit, energy & commodities","Core business spans rates, FX, credit and commodity derivatives plus OTC market data, a direct match for his derivatives, FX, rates and commodities interests.",https://tpicap.com/tpicap/careers,Official careers page,Unrated,
close-brothers,Close Brothers Group,,Close Brothers,Banking & Financial Services,UK,London,"UK merchant bank (lending, deposits, treasury, securities trading)","Dedicated treasury function (ALM, liquidity, funding, markets) at a merchant bank, a direct treasury and financial-risk match.",https://www.closebrothers.com/careers,Official careers page,Unrated,
dekabank,DekaBank,,DekaBank Deutsche Girozentrale; Deka,Banking & Financial Services,Germany,Frankfurt,Securities & asset-management central bank of the German Sparkassen group,"Global Markets, capital-markets, financing and treasury functions match his markets, derivatives and financial-risk focus.",,Official careers page (deka.de/karriere) — first-party URL not verified,Unrated,
nord-lb,NORD/LB (Norddeutsche Landesbank),,Norddeutsche Landesbank,Banking & Financial Services,Germany,"Hannover, Braunschweig",Landesbank / wholesale bank,"Genuine markets, treasury, ALM and balance-sheet functions rather than retail sales.",https://www.nordlb.com/nordlb/career,Careers job board; filter markets/treasury/risk.,Unrated,
r-plus-v-versicherung,R+V Versicherung,,R+V; RuV,Banking & Financial Services,Germany,Wiesbaden,Large mutual insurer,Sizeable investment portfolio with ALM and financial-risk functions.,https://www.ruv.de/karriere,Careers site; filter Kapitalanlage/Risk (non-sales).,Unrated,
scor,SCOR,,,Banking & Financial Services,Multi-region,"Paris, Cologne, Zurich",Global reinsurer,"Risk modelling, ALM and capital/investment management with derivatives exposure.",https://www.scor.com/en/careers,Careers site; filter actuarial/risk/investment in DACH.,Unrated,
banque-cantonale-vaudoise,Banque Cantonale Vaudoise (BCV),,BCV,Banking & Financial Services,Switzerland,Lausanne,Swiss universal/cantonal bank,"Trading, treasury, ALM and markets functions alongside corporate banking.",https://www.bcv.ch/en/home/la-bcv/careers.html,Careers site; filter trading/treasury/ALM.,Unrated,
grenke,GRENKE,,Grenke AG,Banking & Financial Services,Germany,Baden-Baden,Leasing & SME financing group,"Refinancing/treasury, funding and credit-risk activity across 30+ countries.",https://www.grenke.com/de/karriere/,Careers site; filter treasury/finance/risk.,Unrated,
moneta-money-bank,MONETA Money Bank,,,Banking & Financial Services,Czechia,Prague,Listed Czech retail/SME bank,"Prague-listed bank with treasury, markets and ALM functions in a target geography.",https://kariera.moneta.cz/,First-party careers site; jobs.cz,Unrated,
deutsche-pfandbriefbank,Deutsche Pfandbriefbank,,pbb,Banking & Financial Services,Germany,Garching/Munich,Listed real-estate & public-finance specialist bank,"Specialist lender with sizeable Treasury, ALM and liquidity-management teams.",https://www.pfandbriefbank.com/en/career/careeropportunities/,First-party careers site,Unrated,
sydbank,Sydbank,,,Banking & Financial Services,Nordics,Aabenraa (DK),Danish full-service bank,Danish bank with Markets (rates/FX/equities) and Treasury segments.,,First-party careers site; LinkedIn,Unrated,Merged to form AL Sydbank in Dec 2025.
efg-international,EFG International,,,Banking & Financial Services,Switzerland,Zurich; global,Listed private bank / wealth manager,"Swiss private bank with investment, markets and treasury functions across roughly 40 locations.",https://www.efginternational.com/us/about/careers.html,First-party careers site,Unrated,
beazley,Beazley,,,Banking & Financial Services,UK,London; global,Listed specialty insurer,LSE-listed specialty insurer with meaningful investment and finance functions managing the float.,https://www.beazley.com/en-US/who-we-are/work-us/,First-party careers site,Unrated,
postfinance,PostFinance,,,Banking & Financial Services,Switzerland,Bern,Retail bank / financial institution,"Swiss bank with securities trading, ALM, risk management and treasury functions.",https://www.postfinance.ch/en/about-us/work-postfinance.html,Firm careers site,Unrated,
raiffeisen-schweiz,Raiffeisen Switzerland,,Raiffeisen Schweiz,Banking & Financial Services,Switzerland,St. Gallen,Cooperative banking group,"Third-largest Swiss banking group with treasury, ALM, trading and market-risk functions.",,Firm careers site + LinkedIn,Unrated,
nordic-investment-bank,Nordic Investment Bank,,NIB,Banking & Financial Services,Nordics,Helsinki,Supranational / IFI treasury,"Nordic-Baltic IFI whose Treasury & Finance department runs funding, liquidity and market-risk analysis in English - strong treasury/markets fit with a graduate route.",https://www.nib.int/careers/working-at-nib,First-party careers; Treasury & Finance / Young Professionals,Unrated,
kommunalkredit-austria,Kommunalkredit Austria,,,Banking & Financial Services,Austria,Vienna,Infrastructure & energy financing bank,"Vienna infrastructure bank with structuring, execution and treasury work in energy/transport project finance - analytical, markets-adjacent, non-retail.",https://www.kommunalkredit.at/karriere/,First-party Karriere page; structuring/treasury roles,Unrated,
sbab-bank,SBAB Bank,,,Banking & Financial Services,Sweden,Stockholm (Solna); Karlstad,State-owned mortgage/savings bank,"Swedish mortgage and savings bank with a funding-heavy balance sheet and treasury/markets desk - rates, funding and liquidity roles in a Nordic geo.",,First-party careers; Treasury/Finance roles,Unrated,
